company,industry,stage,funds_raised,region,recency,events_deviation,recency_deviation,layoff_events_category,funds_raised_binned
Equitybee,Finance,Series B,85.0,North America,2,0.7098765432098766,-1.0061728395061729,twice,small
UIPath,Other,Post-IPO,2000.0,North America,1,-0.36986301369863006,-1.0684931506849313,once,large
Exterro,Legal,Private Equity,100.0,North America,2,-0.1428571428571428,-0.5714285714285716,once,small
Sauce Labs,Infrastructure,Unknown,151.0,North America,5,-0.4375,1.8125,once,small
Discord,Consumer,Series H,995.0,North America,2,0.6166666666666667,-0.4833333333333334,twice,large
Saks.com,Retail,Unknown,965.0,North America,2,-0.32978723404255317,-0.8829787234042552,once,large
Rows,Other,Series B,25.0,Europe,3,-0.36986301369863006,0.9315068493150687,once,tiny
Eightfold AI,HR,Series E,396.0,North America,2,-0.2058823529411764,-1.2352941176470589,once,medium
Audible,Media,Acquired,14.0,North America,1,-0.4358974358974359,-1.6666666666666665,once,tiny
Branch Metrics,Marketing,Series E,367.0,North America,5,-0.2857142857142858,1.8181818181818183,once,medium
TripAdvisor,Travel,Post-IPO,3.0,North America,5,0.5666666666666667,1.2999999999999998,twice,tiny
Unacademy,Education,Series H,838.0,Asia,3,1.4722222222222223,0.13888888888888884,thrice,large
Samsara,Logistics,Series F,530.0,North America,5,-0.19999999999999996,2.0,once,large
AppFolio,Real Estate,Post-IPO,30.0,North America,2,-0.39473684210526305,-1.526315789473684,once,tiny
Socure,Finance,Series E,646.0,North America,3,0.7098765432098766,-0.006172839506172867,twice,large
OpenWeb,Media,Series E,223.0,Asia,3,-0.4358974358974359,0.3333333333333335,once,medium
OpenX,Marketing,Unknown,70.0,North America,5,-0.2857142857142858,1.8181818181818183,once,small
MessageBird,Other,Series C,1100.0,Europe,1,0.6301369863013699,-1.0684931506849313,twice,large
Lacework,Security,Series D,1900.0,North America,3,-0.21818181818181825,0.8363636363636364,once,large
Okta,Security,Post-IPO,1200.0,North America,0,1.7818181818181817,-2.1636363636363636,thrice,large
Cowbell,Finance,Series B,123.0,North America,2,-0.2901234567901234,-1.0061728395061729,once,small
AliExpress Russia,Retail,Acquired,60.0,Europe,3,-0.32978723404255317,0.1170212765957448,once,tiny
Fundbox,Finance,Series C,553.0,North America,5,0.7098765432098766,1.9938271604938271,twice,large
Sweetgreen,Food,Series I,478.0,North America,5,-0.3787878787878789,2.090909090909091,once,large
Recharge,Finance,Series B,277.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,medium
Inspirato,Travel,Post-IPO,179.0,North America,2,1.5666666666666667,-1.7000000000000002,thrice,medium
Bolt.Earth,Energy,Series B,24.0,Asia,1,-0.23076923076923084,-0.6923076923076923,once,tiny
Mejuri,Retail,Series B,28.0,North America,3,0.6702127659574468,0.1170212765957448,twice,tiny
InSightec,Healthcare,Unknown,733.0,Asia,2,-0.26041666666666674,-0.59375,once,large
Khoros,Sales,Private Equity,138.0,North America,3,-0.41666666666666674,0.5833333333333335,once,small
ClassPass,Fitness,Series E,549.0,North America,5,-0.3076923076923077,1.2307692307692308,once,large
Eatsy,Food,Seed,0.9755,Asia,5,-0.3787878787878789,2.090909090909091,once,tiny
Cvent,Marketing,Acquired,146.0,North America,5,-0.2857142857142858,1.8181818181818183,once,small
Reef,Transportation,Unknown,1500.0,North America,3,-0.45833333333333326,0.05555555555555536,once,large
Torii,Other,Series B,65.0,Asia,2,-0.36986301369863006,-0.06849315068493134,once,small
WanderJaunt,Travel,Series B,26.0,North America,3,0.5666666666666667,-0.7000000000000002,twice,tiny
Malwarebytes,Security,Series B,80.0,North America,3,-0.21818181818181825,0.8363636363636364,once,small
Shippo,Logistics,Series E,154.0,North America,3,-0.19999999999999996,0.0,once,small
Automattic,Other,Series E,986.0,North America,0,-0.36986301369863006,-2.0684931506849313,once,large
Pliops,Data,Series D,205.0,Asia,3,-0.2195121951219512,0.04878048780487809,once,medium
Jamf,Other,Post-IPO,332.0,North America,0,-0.36986301369863006,-2.0684931506849313,once,medium
Skybox Security,Security,Private Equity,335.0,North America,0,-0.21818181818181825,-2.1636363636363636,once,medium
Clear,Finance,Series C,140.0,Asia,3,0.7098765432098766,-0.006172839506172867,twice,small
MakeMyTrip,Travel,Post-IPO,548.0,Asia,5,0.5666666666666667,1.2999999999999998,twice,large
Carta,Finance,Series E,447.0,North America,5,-0.2901234567901234,1.9938271604938271,once,medium
Frontdesk,Travel,Unknown,26.0,North America,5,0.5666666666666667,1.2999999999999998,twice,tiny
Vox Media,Media,Series F,307.0,North America,3,0.5641025641025641,0.3333333333333335,twice,medium
Blockchain.com,Crypto,Series D,490.0,Europe,3,0.7380952380952381,0.7142857142857144,twice,large
Quantcast,Marketing,Series C,65.0,North America,3,0.7142857142857142,-0.18181818181818166,twice,small
RigUp,Energy,Series D,423.0,North America,5,-0.23076923076923084,3.3076923076923075,once,medium
Cruise,Transportation,Acquired,15000.0,North America,5,1.5416666666666667,2.0555555555555554,thrice,large
ConsenSys,Crypto,Series D,726.0,North America,0,2.738095238095238,-2.2857142857142856,four_plus,large
Stack Overflow,Recruiting,Acquired,153.0,North America,5,0.5294117647058822,1.3529411764705883,twice,small
Rivian,Transportation,Post-IPO,10700.0,North America,0,4.541666666666667,-2.9444444444444446,four_plus,large
Foursquare,Marketing,Series G,390.0,North America,1,-0.2857142857142858,-2.1818181818181817,once,medium
Affirm,Finance,Post-IPO,1500.0,North America,2,-0.2901234567901234,-1.0061728395061729,once,large
Revolut,Finance,Series D,837.0,Europe,5,-0.2901234567901234,1.9938271604938271,once,large
LiveRamp,Marketing,Post-IPO,16.0,North America,0,-0.2857142857142858,-3.1818181818181817,once,tiny
Sisense,Data,Series F,274.0,North America,2,1.7804878048780488,-0.9512195121951219,thrice,medium
Green Labs,Food,Series C,214.0,Asia,2,-0.3787878787878789,-0.9090909090909092,once,medium
LEAD,Education,Series E,166.0,Asia,3,-0.5277777777777777,0.13888888888888884,once,small
Snappy,Marketing,Series C,104.0,North America,2,-0.2857142857142858,-1.1818181818181817,once,small
Celsius,Crypto,Series B,864.0,North America,3,-0.26190476190476186,0.7142857142857144,once,large
Horizn Studios,Travel,Series B,30.0,Europe,5,-0.43333333333333335,1.2999999999999998,once,tiny
Hubilo,Marketing,Series B,153.0,North America,3,0.7142857142857142,-0.18181818181818166,twice,small
Fetch,Retail,Series E,581.0,North America,2,-0.32978723404255317,-0.8829787234042552,once,large
Uniphore,Support,Series E,620.0,North America,2,-0.5294117647058822,-0.9411764705882355,once,large
Miro,Other,Series C,476.0,North America,2,0.6301369863013699,-0.06849315068493134,twice,large
PolicyGenius,Finance,Series E,286.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,medium
Shipsi,Retail,Seed,2.0,North America,5,-0.32978723404255317,2.117021276595745,once,tiny
Wex,Finance,Post-IPO,400.0,North America,1,-0.2901234567901234,-2.006172839506173,once,medium
TealBook,Other,Series B,73.0,North America,3,-0.36986301369863006,0.9315068493150687,once,small
The RealReal,Retail,Post-IPO,356.0,North America,5,0.6702127659574468,2.117021276595745,twice,medium
C2FO,Finance,Series H,537.0,North America,3,0.7098765432098766,-0.006172839506172867,twice,large
The Guild,Travel,Series B,36.0,North America,5,-0.43333333333333335,1.2999999999999998,once,tiny
Center,Finance,Series C,102.0,North America,1,-0.2901234567901234,-2.006172839506173,once,small
Pecan AI,Data,Series C,116.0,Asia,2,-0.2195121951219512,-0.9512195121951219,once,small
Loftium,Real Estate,Series A,17.0,North America,5,-0.39473684210526305,1.473684210526316,once,tiny
23andMe,Healthcare,Post-IPO,1100.0,North America,2,1.7395833333333333,-0.59375,thrice,large
Kiavi,Real Estate,Series E,240.0,North America,3,-0.39473684210526305,-0.5263157894736841,once,medium
Triplebyte,Recruiting,Series B,48.0,North America,5,-0.47058823529411775,1.3529411764705883,once,tiny
D2iQ,Infrastructure,Series D,247.0,North America,5,-0.4375,1.8125,once,medium
Outbrain,Marketing,Post-IPO,394.0,North America,3,0.7142857142857142,-0.18181818181818166,twice,medium
ThirdLove,Retail,Series B,68.0,North America,5,-0.32978723404255317,2.117021276595745,once,small
Cityblock Health,Healthcare,Series D,891.0,North America,2,-0.26041666666666674,-0.59375,once,large
SambaNova,AI,Series D,1100.0,North America,0,-0.09090909090909083,-0.6363636363636364,once,large
Tickertape,Finance,Seed,5.0,Asia,2,-0.2901234567901234,-1.0061728395061729,once,tiny
Forto,Logistics,Series D,593.0,Europe,3,-0.19999999999999996,0.0,once,large
Sonder,Travel,Post-IPO,839.0,North America,3,2.5666666666666664,-0.7000000000000002,four_plus,large
Checkout.com,Finance,Series D,1800.0,Europe,3,-0.2901234567901234,-0.006172839506172867,once,large
Pipedrive,Sales,Private Equity,90.0,Europe,3,-0.41666666666666674,0.5833333333333335,once,small
Vouch,Finance,Series C,159.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,small
Grab,Transportation,Post-IPO,16500.0,Asia,2,0.5416666666666667,-0.9444444444444446,twice,large
Meta,Consumer,Post-IPO,26000.0,North America,0,0.6166666666666667,-2.4833333333333334,twice,large
Porter,Logistics,Series F,357.0,Asia,0,-0.19999999999999996,-3.0,once,medium
Domo,Data,Post-IPO,689.0,North America,5,-0.2195121951219512,2.048780487804878,once,large
Freenome,Healthcare,Series E,1400.0,North America,1,-0.26041666666666674,-1.59375,once,large
Incredibuild,Product,Acquired,35.0,Asia,2,0.8095238095238095,-0.9523809523809526,twice,tiny
Amplero,Marketing,Series B,25.0,North America,5,-0.2857142857142858,1.8181818181818183,once,tiny
Lending Club,Finance,Post-IPO,392.0,North America,5,1.7098765432098766,1.9938271604938271,thrice,medium
ON,Retail,Unknown,81.0,North America,1,-0.32978723404255317,-1.8829787234042552,once,small
Finite State,Security,Series B,49.0,North America,3,-0.21818181818181825,0.8363636363636364,once,tiny
OpenText,Data,Post-IPO,1100.0,North America,1,-0.2195121951219512,-1.951219512195122,once,large
IRL,Consumer,Series C,197.0,North America,3,-0.3833333333333333,0.5166666666666666,once,medium
iCAD,Healthcare,Post-IPO,59.0,North America,2,-0.26041666666666674,-0.59375,once,tiny
SoundHound,Other,Post-IPO,326.0,North America,3,0.6301369863013699,0.9315068493150687,twice,medium
Earnix,Finance,Unknown,100.0,Asia,2,-0.2901234567901234,-1.0061728395061729,once,small
Rhino,Real Estate,Unknown,133.0,North America,3,-0.39473684210526305,-0.5263157894736841,once,small
Unbounce,Marketing,Series A,39.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,tiny
TripleLift,Marketing,Acquired,16.0,North America,5,0.7142857142857142,1.8181818181818183,twice,tiny
AlphaSense,Other,Series F,1400.0,North America,1,-0.36986301369863006,-1.0684931506849313,once,large
Wish,Retail,Post-IPO,1600.0,North America,2,1.6702127659574468,-0.8829787234042552,thrice,large
Cameo,Consumer,Unknown,165.0,North America,3,-0.3833333333333333,0.5166666666666666,once,small
Flywire,Finance,Series E,263.0,North America,5,-0.2901234567901234,1.9938271604938271,once,medium
Remote Year,Travel,Series B,17.0,North America,5,-0.43333333333333335,1.2999999999999998,once,tiny
Briza,Finance,Series A,10.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,tiny
Checkr,HR,Series D,679.0,North America,5,0.7941176470588236,1.7647058823529411,twice,large
EquityZen,Finance,Series B,11.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,tiny
Uberflip,Marketing,Series A,42.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,tiny
Kodiak Robotics,Transportation,Series A,40.0,North America,5,-0.45833333333333326,2.0555555555555554,once,tiny
Lenovo,Hardware,Post-IPO,850.0,North America,0,-0.16666666666666674,-1.3333333333333333,once,large
Luno,Crypto,Acquired,13.0,Europe,2,-0.26190476190476186,-0.2857142857142856,once,tiny
BenchSci,Healthcare,Series D,164.0,North America,0,0.7395833333333333,-2.59375,twice,small
Jimdo,Other,Unknown,28.0,Europe,3,-0.36986301369863006,0.9315068493150687,once,tiny
Gro Intelligence,Food,Series B,118.0,North America,1,0.6212121212121211,-1.9090909090909092,twice,small
AppLovin,Marketing,Post-IPO,1600.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,large
Curve,Finance,Series C,182.0,Europe,3,-0.2901234567901234,-0.006172839506172867,once,medium
Moss,Finance,Series B,150.0,Europe,3,-0.2901234567901234,-0.006172839506172867,once,small
Identiq,Security,Series A,52.0,Asia,1,-0.21818181818181825,-1.1636363636363636,once,tiny
Lightico,Finance,Series B,42.0,Asia,2,-0.2901234567901234,-1.0061728395061729,once,tiny
FabHotels,Travel,Series B,48.0,Asia,5,-0.43333333333333335,1.2999999999999998,once,tiny
Qualtrics,Other,Acquired,400.0,North America,2,0.6301369863013699,-0.06849315068493134,twice,medium
Mogo,Finance,Post-IPO,201.0,North America,5,-0.2901234567901234,1.9938271604938271,once,medium
7Shifts,Food,Series C,131.0,North America,1,-0.3787878787878789,-1.9090909090909092,once,small
SundaySky,Marketing,Series D,74.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,small
Workday,HR,Post-IPO,230.0,North America,0,0.7941176470588236,-3.235294117647059,twice,medium
D-ID,AI,Series B,48.0,Asia,0,-0.09090909090909083,-0.6363636363636364,once,tiny
Bolt,Finance,Series E,1300.0,North America,3,0.7098765432098766,-0.006172839506172867,twice,large
Cerebral,Healthcare,Series C,462.0,North America,2,0.7395833333333333,-0.59375,twice,medium
Doximity,Healthcare,Post-IPO,82.0,North America,2,-0.26041666666666674,-0.59375,once,small
Confluent,Data,Post-IPO,455.0,North America,2,-0.2195121951219512,-0.9512195121951219,once,medium
PayPal,Finance,Post-IPO,216.0,North America,2,0.7098765432098766,-1.0061728395061729,twice,medium
Planetly,Other,Acquired,5.0,Europe,3,-0.36986301369863006,0.9315068493150687,once,tiny
Permutive,Marketing,Series C,105.0,Europe,3,0.7142857142857142,-0.18181818181818166,twice,small
7shifts,Food,Series C,131.0,North America,2,-0.3787878787878789,-0.9090909090909092,once,small
Teleport,Infrastructure,Series C,169.0,North America,3,-0.4375,-0.1875,once,small
Coinsquare,Crypto,Unknown,98.0,North America,3,-0.26190476190476186,0.7142857142857144,once,small
Monarch Tractor,Other,Unknown,214.0,North America,1,-0.36986301369863006,-1.0684931506849313,once,medium
Gopuff,Food,Series H,3400.0,North America,3,1.621212121212121,0.09090909090909083,thrice,large
OneTrust,Legal,Series B,926.0,North America,3,0.8571428571428572,0.4285714285714284,twice,large
TytoCare,Healthcare,Series D,206.0,North America,2,0.7395833333333333,-0.59375,twice,medium
Personetics,Support,Private Equity,178.0,North America,2,-0.5294117647058822,-0.9411764705882355,once,medium
Eaze,Consumer,Series D,202.0,North America,1,-0.3833333333333333,-1.4833333333333334,once,medium
CyCognito,Security,Series C,153.0,North America,3,-0.21818181818181825,0.8363636363636364,once,small
OrCam,Healthcare,Unknown,86.0,Asia,1,1.7395833333333333,-1.59375,thrice,small
Repertoire Immune Medicines,Healthcare,Series B,257.0,North America,3,-0.26041666666666674,0.40625,once,medium
Voyage SMS,Marketing,Unknown,10.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,tiny
Mux,Infrastructure,Series D,173.0,North America,3,0.5625,-0.1875,twice,medium
Niche,Education,Series C,44.0,North America,1,-0.5277777777777777,-1.8611111111111112,once,tiny
Moxion Power,Energy,Unknown,124.0,North America,1,-0.23076923076923084,-0.6923076923076923,once,small
Ericsson,Other,Post-IPO,663.0,Europe,2,-0.36986301369863006,-0.06849315068493134,once,large
Blueground,Real Estate,Series B,77.0,North America,5,-0.39473684210526305,1.473684210526316,once,small
Lucid Motors,Transportation,Post-IPO,8300.0,North America,1,0.5416666666666667,-1.9444444444444446,twice,large
Remote,HR,Series C,496.0,North America,3,-0.2058823529411764,-0.23529411764705888,once,large
FourKites,Logistics,Series D,201.0,North America,3,-0.19999999999999996,0.0,once,medium
InfoSum,Security,Series B,88.0,Europe,3,-0.21818181818181825,0.8363636363636364,once,small
JOKR,Food,Series B,430.0,North America,3,-0.3787878787878789,0.09090909090909083,once,medium
Benevity,Other,Unknown,69.0,North America,2,-0.36986301369863006,-0.06849315068493134,once,small
VerSe Innovation,Media,Series J,1700.0,Asia,3,-0.4358974358974359,0.3333333333333335,once,large
Asana,Other,Post-IPO,453.0,North America,3,-0.36986301369863006,0.9315068493150687,once,medium
MFine,Healthcare,Series C,97.0,Asia,3,-0.26041666666666674,0.40625,once,small
Bitso,Crypto,Series C,378.0,North America,3,-0.26190476190476186,0.7142857142857144,once,medium
Western Digital,Hardware,Post-IPO,900.0,Asia,2,-0.16666666666666674,0.6666666666666667,once,large
Ajaib,Finance,Unknown,245.0,Asia,3,-0.2901234567901234,-0.006172839506172867,once,medium
eGym,Fitness,Series D,109.0,Europe,5,-0.3076923076923077,1.2307692307692308,once,small
SQream,Data,Series B,77.0,North America,3,-0.2195121951219512,0.04878048780487809,once,small
Antidote Health,Healthcare,Unknown,36.0,Asia,3,-0.26041666666666674,0.40625,once,tiny
Deep Instict,Security,Unknown,322.0,North America,2,-0.21818181818181825,-0.16363636363636358,once,medium
Stay Alfred,Travel,Series B,62.0,North America,5,-0.43333333333333335,1.2999999999999998,once,small
Circle,Crypto,Private Equity,1100.0,North America,1,-0.26190476190476186,-1.2857142857142856,once,large
Eventbrite,Consumer,Post-IPO,557.0,North America,1,1.6166666666666667,-1.4833333333333334,thrice,large
Google,Consumer,Post-IPO,26.0,North America,2,-0.3833333333333333,-0.4833333333333334,once,tiny
Plaid,Finance,Series D,734.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,large
StellarAlgo,Data,Series A,16.0,North America,2,-0.2195121951219512,-0.9512195121951219,once,tiny
LearnUpon,Education,Private Equity,56.0,Europe,2,-0.5277777777777777,-0.8611111111111112,once,tiny
Starry,Other,Post-IPO,260.0,North America,2,-0.36986301369863006,-0.06849315068493134,once,medium
Loftsmart,Real Estate,Series A,18.0,North America,5,-0.39473684210526305,1.473684210526316,once,tiny
Sunday,Finance,Series A,124.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,small
Oportun,Finance,Post-IPO,766.0,North America,2,0.7098765432098766,-1.0061728395061729,twice,large
Exotel,Support,Series D,87.0,Asia,2,-0.5294117647058822,-0.9411764705882355,once,small
Homebot,Real Estate,Acquired,4.0,North America,3,-0.39473684210526305,-0.5263157894736841,once,tiny
Olive AI,Healthcare,Series H,856.0,North America,2,-0.26041666666666674,-0.59375,once,large
Hibob,HR,Series A,45.0,Asia,5,-0.2058823529411764,1.7647058823529411,once,tiny
PayFit,HR,Series E,495.0,Europe,2,-0.2058823529411764,-1.2352941176470589,once,large
ForeScout,Security,Acquired,125.0,Asia,2,-0.21818181818181825,-0.16363636363636358,once,small
AvantStay,Travel,Private Equity,686.0,North America,3,-0.43333333333333335,-0.7000000000000002,once,large
Stord,Logistics,Series D,325.0,North America,3,-0.19999999999999996,0.0,once,medium
Smallcase,Finance,Series C,62.0,Asia,2,-0.2901234567901234,-1.0061728395061729,once,small
Group Nine Media,Media,Unknown,190.0,North America,5,-0.4358974358974359,2.3333333333333335,once,medium
Heroes,Retail,Unknown,265.0,Europe,3,-0.32978723404255317,0.1170212765957448,once,medium
Berlin Brands Group,Retail,Unknown,1000.0,Europe,3,-0.32978723404255317,0.1170212765957448,once,large
Splunk,Data,Post-IPO,2400.0,North America,5,1.7804878048780488,2.048780487804878,thrice,large
LOOP,Finance,Series A,34.0,North America,1,-0.2901234567901234,-2.006172839506173,once,tiny
Gong,Sales,Series E,583.0,North America,2,-0.41666666666666674,-0.4166666666666665,once,large
Carvana,Transportation,Post-IPO,1600.0,North America,3,0.5416666666666667,0.05555555555555536,twice,large
Industrious,Real Estate,Series D,222.0,North America,5,-0.39473684210526305,1.473684210526316,once,medium
Flink,Food,Series B,1000.0,Europe,2,0.6212121212121211,-0.9090909090909092,twice,large
Sema4,Healthcare,Post-IPO,791.0,North America,3,-0.26041666666666674,0.40625,once,large
Airbnb,Travel,Private Equity,5400.0,North America,5,-0.43333333333333335,1.2999999999999998,once,large
WHOOP,Fitness,Series F,404.0,North America,3,-0.3076923076923077,-0.7692307692307692,once,medium
Taxfix,Finance,Series D,330.0,Europe,2,-0.2901234567901234,-1.0061728395061729,once,medium
Stashaway,Finance,Series D,61.0,Asia,3,-0.2901234567901234,-0.006172839506172867,once,tiny
Lever,Recruiting,Series C,72.0,North America,5,-0.47058823529411775,1.3529411764705883,once,small
InvestCloud,Finance,Private Equity,54.0,North America,2,-0.2901234567901234,-1.0061728395061729,once,tiny
Anodot,Data,Series C,64.0,Asia,3,0.7804878048780488,0.04878048780487809,twice,small
BharatAgri,Food,Series A,21.0,Asia,2,-0.3787878787878789,-0.9090909090909092,once,tiny
Skedulo,HR,Series C,114.0,North America,3,-0.2058823529411764,-0.23529411764705888,once,small
Code42,Data,Series B,137.5,North America,5,-0.2195121951219512,2.048780487804878,once,small
Intercom,Support,Series D,240.0,North America,3,1.4705882352941178,0.0588235294117645,thrice,medium
1stdibs,Retail,Series D,253.0,North America,5,-0.32978723404255317,2.117021276595745,once,medium
Thimble,Finance,Series A,28.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,tiny
MoonPay,Crypto,Unknown,651.0,North America,1,-0.26190476190476186,-1.2857142857142856,once,large
Boozt,Retail,Post-IPO,56.0,Europe,3,-0.32978723404255317,0.1170212765957448,once,tiny
Bringg,Logistics,Series D,84.0,Asia,5,-0.19999999999999996,2.0,once,small
TouchBistro,Food,Series E,224.0,North America,5,-0.3787878787878789,2.090909090909091,once,medium
Grin,Marketing,Series B,145.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,small
Studio,Education,Series B,50.0,North America,3,-0.5277777777777777,0.13888888888888884,once,tiny
Revelate,Data,Series A,26.0,North America,3,-0.2195121951219512,0.04878048780487809,once,tiny
Glitch,Product,Series A,30.0,North America,5,-0.19047619047619047,2.0476190476190474,once,tiny
Ninja Van,Transportation,Series E,974.0,Asia,1,-0.45833333333333326,-1.9444444444444446,once,large
Augury,Manufacturing,Series E,274.0,North America,2,0.8,0.8,twice,medium
Twitter,Consumer,Post-IPO,12900.0,North America,2,0.6166666666666667,-0.4833333333333334,twice,large
Impala,Travel,Series B,32.0,Europe,3,-0.43333333333333335,-0.7000000000000002,once,tiny
Woven,HR,Series A,11.0,North America,3,-0.2058823529411764,-0.23529411764705888,once,tiny
BuzzFeed,Media,Post-IPO,696.0,North America,2,0.5641025641025641,-0.6666666666666665,twice,large
Ludeo,Consumer,Series A,42.0,North America,0,-0.3833333333333333,-2.4833333333333334,once,tiny
Nutanix,Infrastructure,Post-IPO,1100.0,North America,3,-0.4375,-0.1875,once,large
Vedantu,Education,Series E,292.0,Asia,3,0.4722222222222223,0.13888888888888884,twice,medium
SynapseFI,Finance,Series B,50.0,North America,5,-0.2901234567901234,1.9938271604938271,once,tiny
Drip Capital,Finance,Series C,85.0,North America,2,-0.2901234567901234,-1.0061728395061729,once,small
Five9,Support,Post-IPO,862.0,North America,1,0.47058823529411775,-1.9411764705882355,twice,large
TechTarget,Marketing,Post-IPO,115.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,small
Q4,Other,Series C,91.0,North America,3,-0.36986301369863006,0.9315068493150687,once,small
Artsy,Retail,Series D,100.0,North America,2,-0.32978723404255317,-0.8829787234042552,once,small
Chia Network,Crypto,Series D,70.0,North America,2,-0.26190476190476186,-0.2857142857142856,once,small
Hopin,Other,Series D,1000.0,Europe,3,0.6301369863013699,0.9315068493150687,twice,large
Glovo,Food,Acquired,1200.0,Europe,2,-0.3787878787878789,-0.9090909090909092,once,large
FreshBooks,Finance,Unknown,331.0,North America,2,-0.2901234567901234,-1.0061728395061729,once,medium
Linkfire,Marketing,Seed,2.0,Europe,3,-0.2857142857142858,-0.18181818181818166,once,tiny
Elinvar,Finance,Unknown,30.0,Europe,3,-0.2901234567901234,-0.006172839506172867,once,tiny
Bonsai,Retail,Series A,27.0,North America,3,0.6702127659574468,0.1170212765957448,twice,tiny
PatientPop,Healthcare,Series B,75.0,North America,5,-0.26041666666666674,2.40625,once,small
InfluxData,Data,Series D,119.0,North America,3,-0.2195121951219512,0.04878048780487809,once,small
HubSpot,Marketing,Post-IPO,100.0,North America,2,-0.2857142857142858,-1.1818181818181817,once,small
Plum,Healthcare,Series A,20.0,Asia,3,-0.26041666666666674,0.40625,once,tiny
Builder,Product,Series A,29.0,North America,5,-0.19047619047619047,2.0476190476190474,once,tiny
Uber,Transportation,Post-IPO,24700.0,North America,5,2.541666666666667,2.0555555555555554,four_plus,large
Instamojo,Finance,Unknown,8.0,Asia,5,-0.2901234567901234,1.9938271604938271,once,tiny
Jump,Transportation,Acquired,11.0,North America,5,-0.45833333333333326,2.0555555555555554,once,tiny
PubMatic,Marketing,Post-IPO,63.0,North America,1,-0.2857142857142858,-2.1818181818181817,once,small
Plex,Media,Unknown,81.0,North America,2,-0.4358974358974359,-0.6666666666666665,once,small
Cars24,Transportation,Series G,1300.0,Asia,3,-0.45833333333333326,0.05555555555555536,once,large
Crossbeam,Sales,Series C,116.0,North America,2,-0.41666666666666674,-0.4166666666666665,once,small
Picsart,Consumer,Series C,195.0,North America,3,-0.3833333333333333,0.5166666666666666,once,medium
Bounce,Transportation,Series D,214.0,Asia,5,1.5416666666666667,2.0555555555555554,thrice,medium
BookMyShow,Consumer,Unknown,224.0,Asia,5,-0.3833333333333333,2.5166666666666666,once,medium
Zomato,Food,Series J,914.0,Asia,5,0.6212121212121211,2.090909090909091,twice,large
SurveyMonkey,Marketing,Post-IPO,1100.0,North America,3,-0.2857142857142858,-0.18181818181818166,once,large
Showpad,Marketing,Series D,159.0,Europe,1,0.7142857142857142,-2.1818181818181817,twice,small
Fable,Other,Series A,12.0,North America,2,-0.36986301369863006,-0.06849315068493134,once,tiny
Parsable,HR,Series C,72.0,North America,5,-0.2058823529411764,1.7647058823529411,once,small
Sorare,Crypto,Series B,739.0,North America,1,-0.26190476190476186,-1.2857142857142856,once,large
Ridecell,Transportation,Series B,73.0,North America,5,-0.45833333333333326,2.0555555555555554,once,small
Flexe,Logistics,Series D,263.0,North America,2,0.8,-1.0,twice,medium
UPshow,Marketing,Series A,7.0,North America,5,-0.2857142857142858,1.8181818181818183,once,tiny
Pluralsight,Education,Acquired,192.0,North America,3,-0.5277777777777777,0.13888888888888884,once,medium
LeafLink,Other,Series C,379.0,North America,3,-0.36986301369863006,0.9315068493150687,once,medium
Root Insurance,Finance,Post-IPO,527.0,North America,3,-0.2901234567901234,-0.006172839506172867,once,large
Knotel,Real Estate,Series C,560.0,North America,5,0.605263157894737,1.473684210526316,twice,large
Sana Benefits,HR,Series B,106.0,North America,2,-0.2058823529411764,-1.2352941176470589,once,small
Ike,Transportation,Series A,52.0,North America,5,-0.45833333333333326,2.0555555555555554,once,tiny
Titan Medical,Healthcare,Post-IPO,278.0,North America,2,-0.26041666666666674,-0.59375,once,medium
Benchling,Other,Series F,411.0,North America,2,-0.36986301369863006,-0.06849315068493134,once,medium
ServiceTitan,Sales,Series G,1100.0,North America,2,-0.41666666666666674,-0.4166666666666665,once,large
Ula,Retail,Series B,140.0,Asia,3,-0.32978723404255317,0.1170212765957448,once,small
OwnBackup,Security,Series E,507.0,North America,3,-0.21818181818181825,0.8363636363636364,once,large
Roku,Media,Post-IPO,208.0,North America,2,1.564102564102564,-0.6666666666666665,thrice,medium
Quanterix,Healthcare,Post-IPO,533.0,North America,3,-0.26041666666666674,0.40625,once,large
Viasat,Other,Post-IPO,366.0,North America,2,0.6301369863013699,-0.06849315068493134,twice,medium
LivePerson,Support,Post-IPO,42.0,North America,3,-0.5294117647058822,0.0588235294117645,once,tiny
Ermetic,Security,Series B,97.0,North America,2,-0.21818181818181825,-0.16363636363636358,once,small
Gojek,Transportation,Series F,4800.0,Asia,5,-0.45833333333333326,2.0555555555555554,once,large
